R,S,T,I_R,I_S,I_T,Kondisi
241.15,240.94,240.83,1.15,1.12,1.14,0
238.97,241.46,240.33,0.93,1.21,1.14,1
233.84,233.42,234.23,1.06,1.06,1.07,0
236.28,239.57,237.83,1.2,0.81,1.21,1
235.12,234.52,234.63,1.14,1.16,1.13,0
243.52,242.18,240.88,1.11,1.02,1.48,1
243.66,244.04,243.55,1.02,1.05,1.04,0
243.05,238.51,242.2,1.34,1.46,1.16,1
236.38,232.07,235.65,0.84,1.42,1.49,1
239.3,238.43,239.24,1.02,0.99,1.02,0
230.43,230.89,230.7,1.07,1.09,1.07,0
239.49,238.22,234.62,1.04,0.84,1.44,1
237.74,238.36,238.37,1.03,1.0,1.0,1
232.7,233.47,232.79,1.03,1.04,1.06,0
235.35,240.92,237.85,1.44,1.43,1.21,1
242.16,230.07,242.45,1.17,1.09,0.87,1
242.54,242.35,242.72,1.11,1.13,1.11,0
230.79,230.53,231.05,1.08,1.09,1.11,0
243.74,243.45,243.76,1.02,1.0,1.03,0
234.77,241.92,237.99,1.23,1.23,0.97,1
242.16,230.83,240.7,1.45,0.96,0.97,1
243.26,237.34,240.13,1.04,1.44,1.35,1
242.41,242.74,242.45,1.04,1.02,1.02,0
242.12,239.2,243.66,1.3,1.16,1.43,1
232.51,244.61,236.75,0.93,1.21,1.02,1
240.8,239.62,232.08,1.38,1.13,0.82,1
237.81,238.45,238.35,1.01,1.0,1.04,1
243.69,236.33,241.85,1.3,1.49,1.19,1
239.36,239.38,239.91,1.08,1.05,1.05,0
234.48,244.6,240.76,0.86,1.34,1.42,1
242.16,243.45,235.12,1.32,1.3,1.42,1
238.88,243.25,237.47,0.99,1.44,0.87,1
231.9,230.41,238.92,1.05,1.11,1.3,1
235.87,235.63,235.86,1.02,1.02,1.01,0
231.67,233.59,240.6,1.42,0.94,0.89,1
242.45,232.39,232.69,1.12,1.27,1.01,1
232.35,237.4,236.79,1.34,0.86,1.44,1
234.33,234.27,233.96,1.18,1.17,1.19,0
234.1,243.42,236.27,1.0,1.37,0.81,1
237.57,243.69,231.8,0.84,0.99,1.12,1
233.55,234.16,233.52,1.2,1.2,1.2,0
230.7,230.42,230.53,1.07,1.04,1.07,0
242.28,240.35,239.47,1.32,1.03,0.95,1
241.83,238.99,231.37,1.15,0.94,0.84,1
235.21,233.92,233.76,1.08,0.99,1.1,1
232.71,242.96,231.05,1.36,1.21,1.39,1
244.74,241.06,240.65,1.4,1.18,0.82,1
238.74,239.92,236.58,0.86,0.87,0.93,1
243.54,239.35,235.88,1.12,1.37,1.23,1
230.5,240.08,232.4,1.05,1.08,1.32,1
242.54,242.49,242.94,1.13,1.13,1.1,1
239.86,240.08,239.89,1.15,1.16,1.14,0
232.54,240.99,234.8,0.96,0.86,1.06,1
230.9,230.5,230.96,1.05,1.05,1.05,0
231.19,241.11,237.55,1.04,1.06,1.34,1
238.06,237.25,237.71,1.03,1.03,1.01,0
241.98,243.09,236.76,0.91,1.22,0.98,1
244.53,244.93,244.35,1.01,0.99,1.0,0
232.42,231.62,232.42,1.05,1.07,1.07,0
231.1,234.07,238.19,0.9,1.37,0.8,1
243.13,243.82,243.75,1.11,1.13,1.1,0
232.33,232.34,232.26,1.16,1.18,1.17,0
233.9,234.34,233.85,1.19,1.2,1.2,0
244.63,244.24,244.61,1.14,1.15,1.14,0
238.23,237.68,237.47,1.06,1.06,1.04,0
237.38,236.72,237.25,1.17,1.18,1.17,0
234.14,235.88,232.78,1.43,1.06,1.18,1
236.51,232.22,238.15,1.02,1.09,0.9,1
233.51,232.89,233.66,1.17,1.15,1.15,0
234.68,230.93,242.93,1.47,1.08,1.42,1
242.17,240.0,236.06,0.91,1.11,1.05,1
231.17,244.69,240.52,0.97,0.83,0.93,1
233.08,234.01,233.91,1.07,1.06,1.07,0
231.07,240.75,240.22,1.46,1.1,0.9,1
236.04,235.96,235.62,1.06,1.05,1.05,0
244.48,245.12,244.48,1.05,1.04,1.05,0
242.73,242.23,241.91,1.06,1.05,1.02,0
243.03,243.4,243.13,1.07,1.05,1.05,0
232.14,231.46,231.71,1.09,1.09,1.1,0
230.96,231.36,231.23,1.13,1.13,1.13,0
239.9,239.0,244.99,1.05,0.97,1.47,1
237.14,241.26,231.92,1.06,1.16,0.82,1
237.28,237.61,237.92,1.05,1.02,1.03,0
235.65,235.06,235.33,1.09,1.07,1.09,0
232.62,242.2,242.78,1.27,0.81,1.35,1
230.23,241.84,232.0,0.86,1.48,1.34,1
237.54,237.28,237.13,1.11,1.12,1.12,0
239.23,239.45,239.88,1.01,1.0,1.02,0
237.49,242.05,233.89,1.19,1.12,1.45,1
233.88,230.06,239.51,0.89,1.37,0.93,1
243.78,243.44,243.75,1.09,1.08,1.1,0
238.15,241.88,230.8,1.07,0.98,1.49,1
234.34,234.27,234.89,1.15,1.18,1.15,0
230.7,231.3,230.85,1.2,1.18,1.19,0
244.18,243.49,243.85,1.06,1.04,1.04,0
238.21,235.92,239.66,1.24,1.32,1.05,1
230.87,233.16,230.31,1.41,1.18,1.16,1
244.89,232.24,241.02,1.28,1.33,1.48,1
243.4,238.7,236.73,1.27,1.02,1.18,1
240.82,244.27,234.79,1.41,1.32,0.82,1
240.56,241.29,240.69,1.05,1.06,1.05,0
232.27,237.58,236.85,1.44,1.33,1.22,1
243.78,243.75,243.76,1.16,1.17,1.17,0
236.22,237.78,233.08,1.29,1.04,1.44,1
240.04,240.18,240.06,1.13,1.11,1.11,0
239.66,244.83,234.2,1.38,1.31,0.83,1
235.89,235.26,235.33,1.17,1.18,1.18,0
238.78,238.81,239.4,1.09,1.09,1.07,0
244.42,244.03,244.31,1.14,1.16,1.14,0
242.69,231.86,234.51,0.87,1.43,1.17,1
234.26,234.1,233.96,1.11,1.12,1.11,0
233.85,234.19,234.41,1.12,1.13,1.14,0
234.06,233.76,234.22,1.11,1.11,1.12,0
242.09,242.25,241.59,1.17,1.15,1.18,0
232.4,244.28,236.12,1.2,1.14,1.44,1
237.71,237.61,237.53,1.02,1.01,1.02,0
239.85,239.9,239.98,1.07,1.07,1.07,0
236.73,240.66,242.58,1.2,1.47,1.44,1
243.08,242.99,243.45,1.01,1.03,1.01,0
231.79,231.98,231.62,1.15,1.14,1.15,0
238.56,238.45,238.58,1.01,1.04,1.03,0
237.66,239.84,243.15,1.23,1.1,1.19,1
242.44,242.88,242.85,1.0,1.02,0.99,0
243.63,243.85,243.38,1.19,1.16,1.19,0
234.77,235.02,234.26,1.07,1.05,1.05,0
234.45,239.58,235.44,0.97,1.28,0.96,1
239.86,240.02,240.5,1.03,1.01,1.03,0
237.75,237.96,237.3,1.1,1.09,1.1,0
243.7,232.04,234.09,1.04,0.83,1.05,1
236.9,236.26,236.73,1.04,1.04,1.01,1
239.38,240.11,240.2,1.13,1.14,1.13,0
230.94,230.99,231.07,1.04,1.01,1.03,0
237.55,237.65,237.28,1.21,1.19,1.22,0
231.82,232.51,232.23,1.15,1.13,1.12,0
236.61,236.2,236.38,1.05,1.06,1.06,0
243.54,239.02,231.32,1.37,1.13,1.41,1
236.78,236.81,236.89,1.13,1.14,1.13,0
234.85,235.51,235.56,1.2,1.18,1.18,0
230.72,230.58,230.54,1.04,1.04,1.04,0
233.75,231.27,237.74,0.81,1.46,1.16,1
236.43,235.48,236.09,1.12,1.14,1.15,0
230.48,230.35,230.98,1.03,1.01,1.01,0
233.07,237.73,230.37,0.86,1.44,1.31,1
236.44,239.35,241.52,1.04,1.42,1.33,1
238.96,230.44,237.94,0.93,1.19,1.41,1
239.79,241.82,242.33,1.08,0.95,1.26,1
240.94,230.77,239.19,1.42,1.35,0.91,1
234.87,234.35,234.09,1.1,1.1,1.12,0
238.11,244.13,238.98,0.93,1.2,1.06,1
240.43,240.54,241.04,1.01,1.02,1.02,0
234.58,238.11,231.2,0.97,1.1,1.03,1
230.98,242.69,234.25,1.21,0.82,1.01,1
234.69,241.49,244.5,1.19,0.85,1.37,1
244.01,243.62,244.21,1.0,1.02,1.04,0
231.05,231.57,231.55,1.09,1.06,1.08,0
237.79,238.13,237.58,1.18,1.19,1.18,0
236.57,242.02,230.84,1.17,0.83,1.31,1
240.91,241.03,240.86,1.17,1.14,1.14,0
239.01,242.49,235.76,1.42,1.46,0.84,1
244.52,234.91,244.62,1.42,0.89,1.02,1
244.97,245.42,245.1,1.11,1.12,1.13,0
243.2,242.31,242.51,1.21,1.17,1.2,0
241.63,240.83,240.93,1.09,1.09,1.08,0
234.9,234.88,234.74,1.06,1.07,1.06,0
242.55,241.63,241.68,1.07,1.07,1.05,0
237.44,240.56,241.52,0.9,1.24,1.2,1
240.56,235.98,236.93,1.22,1.3,1.42,1
232.93,237.76,241.08,1.37,1.11,0.84,1
238.81,238.39,238.14,1.12,1.15,1.13,0
238.81,244.93,243.19,0.83,1.49,1.39,1
239.96,239.53,240.17,1.04,1.03,1.04,0
236.9,236.67,236.93,1.14,1.16,1.16,0
236.08,242.94,240.16,1.35,1.05,1.25,1
240.91,234.98,233.82,0.95,1.01,1.4,1
238.28,241.0,242.9,0.91,0.94,1.05,1
244.49,233.55,244.96,0.86,1.08,1.39,1
244.45,244.02,244.56,1.14,1.14,1.15,0
237.21,243.56,241.34,1.45,1.48,1.23,1
235.38,243.24,238.83,0.94,1.49,1.12,1
237.22,242.12,237.27,0.95,1.16,1.22,1
236.17,231.72,233.08,1.04,1.09,1.01,1
235.81,236.7,235.41,0.82,1.15,1.44,1
233.48,233.23,233.36,1.07,1.05,1.05,0
234.65,243.36,242.39,0.82,0.83,0.98,1
230.91,234.38,234.45,1.19,0.8,0.86,1
239.14,238.8,238.52,1.17,1.16,1.17,0
234.26,233.05,231.79,1.39,1.18,0.95,1
234.3,234.05,234.1,1.07,1.05,1.03,0
243.65,243.62,243.25,1.2,1.19,1.19,0
238.15,244.36,243.82,0.87,0.87,1.31,1
234.89,240.27,233.01,1.19,1.21,1.1,1
235.97,235.73,235.3,1.17,1.17,1.14,0
241.19,241.09,234.53,1.07,1.31,1.24,1
238.76,239.49,238.99,1.11,1.1,1.09,0
240.57,235.22,241.96,1.49,1.39,1.19,1
231.22,230.52,230.99,1.03,1.01,1.03,0
240.33,243.44,235.89,0.88,1.21,1.14,1
232.94,232.84,232.83,1.08,1.1,1.09,0
244.0,244.24,244.47,1.03,1.0,1.02,0
238.97,239.1,238.22,1.18,1.17,1.17,0
240.31,241.18,241.13,1.18,1.18,1.17,0
243.73,234.16,231.22,1.21,1.11,1.06,1
244.64,239.69,241.86,0.93,0.89,1.29,1
241.86,231.32,236.52,0.81,1.04,1.16,1
235.75,236.01,235.48,1.26,1.01,0.96,1
232.11,231.5,231.95,1.06,1.08,1.06,0
241.98,243.55,243.46,1.08,1.36,1.39,1
240.64,240.55,239.86,1.04,1.06,1.03,0
235.69,241.7,241.09,1.33,1.25,0.95,1
236.95,233.15,232.57,1.14,0.97,1.02,1
242.49,242.78,242.66,1.13,1.15,1.12,0
233.64,242.71,238.8,1.15,1.07,0.88,1
241.95,242.43,230.49,0.89,1.12,0.98,1
243.23,243.74,242.89,1.04,1.04,1.03,0
244.54,232.59,235.64,1.04,0.81,1.24,1
234.51,234.72,234.73,1.03,1.05,1.03,0
238.77,243.85,233.84,0.98,0.94,1.2,1
244.09,243.72,243.92,1.1,1.11,1.13,0
238.74,235.62,244.79,1.22,0.99,1.23,1
230.72,233.96,239.92,1.46,1.17,1.5,1
239.45,239.94,240.23,1.2,1.19,1.2,0
244.06,243.08,239.92,1.34,0.96,1.18,1
231.18,231.19,231.26,1.04,1.04,1.07,0
238.65,244.43,240.59,1.27,1.39,1.48,1
243.44,243.87,243.7,1.03,1.04,1.02,0
237.09,237.63,236.77,1.01,1.01,1.0,0
237.84,238.66,237.83,1.06,1.06,1.04,0
243.05,240.32,242.05,1.47,0.83,1.18,1
232.07,232.39,232.54,1.12,1.12,1.15,0
231.24,230.8,231.28,1.02,0.99,1.02,0
234.72,235.49,235.52,1.13,1.1,1.12,0
242.86,243.6,238.94,1.01,1.47,1.39,1
234.1,233.48,234.01,1.18,1.16,1.17,0
243.78,230.58,236.49,1.39,1.05,0.92,1
235.39,235.66,235.08,1.11,1.1,1.12,0
232.04,236.19,235.37,1.4,1.31,1.13,1
242.51,232.69,239.06,0.95,0.99,1.48,1
237.11,237.15,230.75,1.47,1.48,1.36,1
235.14,234.74,234.84,1.1,1.12,1.09,0
230.88,238.39,242.04,1.47,1.36,1.41,1
233.7,240.78,230.76,1.38,1.22,1.28,1
239.2,238.36,238.8,1.04,1.08,1.07,1
233.6,239.41,240.69,1.14,1.44,1.2,1
230.46,230.78,230.34,1.13,1.13,1.12,0
233.46,233.17,233.02,1.18,1.18,1.17,0
236.0,234.29,235.33,1.49,1.25,1.41,1
235.25,235.53,235.49,1.01,1.02,0.99,0
238.35,237.89,238.06,1.08,1.08,1.06,0
241.88,230.3,242.84,1.15,0.8,1.1,1
238.02,240.77,232.92,1.0,1.29,1.02,1
240.51,240.97,241.37,1.17,1.16,1.18,0
230.52,230.54,231.09,1.12,1.15,1.15,0
241.99,241.03,241.6,1.06,1.06,1.06,0
243.35,243.34,242.4,1.1,1.12,1.13,0
233.58,233.56,233.48,1.16,1.15,1.18,0
243.63,244.25,244.37,1.13,1.15,1.15,0
242.95,242.89,242.89,1.15,1.13,1.13,0
235.98,236.48,235.97,1.16,1.18,1.16,0
234.84,235.27,232.03,1.15,0.84,1.21,1
239.02,233.77,239.65,0.88,0.9,1.13,1
232.96,233.84,243.0,1.0,1.29,1.23,1
239.37,239.98,239.53,1.01,1.03,1.01,0
238.48,238.99,238.65,1.08,1.08,1.11,0
237.7,237.71,237.16,1.14,1.13,1.15,0
239.29,240.64,231.47,1.14,1.42,1.35,1
238.68,238.24,237.93,1.1,1.08,1.09,0
244.79,244.85,244.39,1.03,1.06,1.03,0
240.07,240.8,240.14,1.09,1.1,1.1,0
234.6,234.58,234.4,1.16,1.15,1.15,0
230.14,229.97,230.07,1.09,1.08,1.08,0
235.84,236.01,235.65,1.0,1.01,1.0,0
238.31,237.75,238.27,1.02,1.03,1.02,0
244.32,243.94,243.98,1.12,1.13,1.13,0
239.43,238.6,239.34,1.1,1.12,1.11,0
233.18,233.7,233.71,1.14,1.11,1.11,0
241.84,241.46,241.93,1.11,1.11,1.09,0
243.84,242.99,243.73,1.07,1.07,1.05,0
242.63,242.81,242.82,1.09,1.08,1.08,0
238.45,232.27,233.61,0.92,1.14,1.19,1
243.76,241.31,239.76,1.17,0.82,1.47,1
238.79,238.6,238.12,1.19,1.18,1.19,0
234.36,234.12,234.01,1.16,1.17,1.18,0
238.94,238.86,239.04,1.14,1.16,1.14,0
235.12,235.35,235.47,1.02,1.0,0.99,0
242.86,243.12,242.71,1.16,1.16,1.16,0
234.51,234.29,234.65,1.2,1.19,1.18,0
236.1,234.86,242.15,1.06,1.03,0.9,1
243.57,238.23,231.33,0.83,1.27,1.07,1
237.39,236.83,236.82,1.02,1.0,1.01,0
232.01,231.82,232.15,1.11,1.12,1.11,0
239.46,230.02,243.83,1.32,0.96,1.2,1
236.99,239.85,239.44,1.48,0.95,0.98,1
235.18,235.39,235.39,1.0,1.01,0.99,0
241.02,240.85,240.84,1.11,1.1,1.11,0
232.76,232.84,232.9,1.13,1.16,1.14,0
234.03,238.4,234.66,1.14,1.4,1.19,1
230.82,230.97,230.68,1.14,1.14,1.15,0
236.44,234.08,242.98,0.91,1.22,1.24,1
240.15,240.49,240.64,1.11,1.12,1.13,0
233.27,235.12,242.3,1.01,1.16,1.35,1
235.56,235.15,235.73,1.13,1.12,1.09,0
235.86,233.87,243.5,1.42,1.41,1.27,1
237.4,237.33,237.76,1.15,1.15,1.16,0
231.33,230.43,230.88,1.17,1.17,1.16,0
241.28,244.92,230.23,0.83,1.44,1.43,1
231.05,230.66,231.26,1.05,1.05,1.06,0
239.51,232.9,232.24,0.97,1.07,1.14,1
231.46,231.84,231.87,1.02,1.03,1.03,0
243.08,243.41,243.23,1.21,1.21,1.21,0
230.76,240.58,244.14,1.17,0.95,1.04,1
231.28,231.89,231.38,1.07,1.08,1.09,0
242.34,242.43,242.8,1.14,1.17,1.14,0
235.89,236.24,236.5,1.02,1.05,1.05,0
238.1,237.77,238.52,1.13,1.13,1.13,0
239.08,239.04,239.22,1.01,1.04,1.02,0
242.82,242.85,242.05,1.02,1.02,1.02,0
230.48,230.43,229.92,1.17,1.17,1.19,0
241.45,241.36,241.85,0.99,1.02,1.0,0
236.82,236.29,236.92,1.02,1.03,1.03,0
239.71,240.17,240.37,1.04,1.03,1.04,0
242.1,242.81,242.75,1.19,1.2,1.19,0
242.4,236.63,234.2,0.96,1.04,1.36,1
238.44,238.76,239.44,1.11,1.01,1.26,1
240.72,240.57,241.2,1.07,1.11,1.1,0
242.1,239.07,233.62,1.22,0.82,1.33,1
240.08,232.15,236.49,1.14,1.01,0.81,1
235.83,236.05,236.59,1.15,1.16,1.14,0
242.21,230.88,239.57,1.04,1.36,0.86,1
240.16,231.33,230.04,0.93,1.15,0.87,1
236.53,236.83,234.3,1.34,1.37,0.83,1
237.33,237.58,237.37,1.02,1.03,1.04,0
243.22,235.9,244.82,1.05,0.98,0.97,1
236.23,243.26,239.49,0.98,0.83,1.12,1
232.74,232.53,230.26,1.31,1.32,1.32,0
236.9,236.97,237.1,1.09,1.05,1.07,0
237.16,236.61,236.62,1.04,1.05,1.07,0
241.78,242.58,232.21,1.32,0.9,1.04,1
239.54,238.86,234.93,0.88,0.82,0.81,1
237.08,236.35,236.12,1.03,1.01,1.03,0
238.84,231.09,233.65,1.28,1.04,0.82,1
238.38,238.09,237.88,1.01,1.01,1.0,0
231.68,232.32,231.68,1.0,1.0,1.0,0
240.44,231.66,231.3,0.85,0.87,0.88,1
241.14,240.65,240.99,1.02,1.0,1.01,0
237.05,231.51,242.9,1.32,1.16,0.97,1
241.37,241.95,241.81,1.16,1.19,1.19,0
232.43,230.1,237.89,1.35,1.34,1.15,1
231.6,238.34,232.55,0.89,1.01,0.85,1
240.32,232.16,233.0,1.03,1.04,1.18,1
239.19,240.62,241.6,1.08,1.11,1.36,1
243.79,244.26,244.58,1.0,1.01,1.0,0
232.27,238.56,231.79,1.27,1.34,1.22,1
242.74,243.16,242.52,1.17,1.19,1.19,0
231.12,232.05,231.93,1.18,1.17,1.15,0
238.99,234.98,238.18,1.49,1.18,1.33,1
240.89,237.68,236.77,1.02,1.36,1.23,1
240.27,240.17,240.37,1.11,1.12,1.12,0
236.44,235.92,236.41,1.14,1.15,1.17,0
235.25,235.68,235.03,1.02,1.04,1.05,0
237.29,237.98,237.81,1.06,1.06,1.05,0
243.73,243.73,243.89,1.02,1.01,1.01,0
243.56,243.67,244.0,1.18,1.17,1.18,0
234.17,233.61,236.63,1.29,1.22,0.82,1
243.28,243.81,243.87,1.06,1.04,1.05,0
242.89,242.78,242.54,1.07,1.1,1.09,0
234.35,234.35,234.86,1.07,1.06,1.09,0
233.4,235.86,237.56,0.83,1.35,1.29,1
242.46,242.55,242.46,1.21,1.19,1.2,0
240.34,239.87,240.74,1.21,1.21,1.18,0
233.03,233.32,233.31,1.11,1.12,1.12,0
238.97,238.98,238.48,1.16,1.16,1.17,0
232.3,232.0,232.64,1.04,1.04,1.04,0
235.11,244.11,243.59,1.17,0.85,1.08,1
236.67,237.21,236.89,1.07,1.04,1.05,0
234.21,240.29,234.78,0.96,0.99,0.81,1
237.63,239.59,234.02,0.92,1.38,1.03,1
241.83,241.56,241.89,1.13,1.13,1.13,0
232.22,231.94,231.82,1.16,1.15,1.17,0
231.17,231.36,231.14,1.2,1.19,1.2,0
242.95,242.57,242.33,1.11,1.1,1.09,0
244.71,244.9,244.47,1.18,1.18,1.2,0
239.22,235.2,235.23,1.44,1.24,0.89,1
231.59,232.09,231.93,1.3,1.45,1.28,1
234.25,233.71,233.89,1.05,1.03,1.03,0
232.9,241.34,235.04,1.28,1.28,1.39,1
232.29,234.21,237.79,1.09,1.02,1.11,1
236.42,243.88,231.23,1.33,1.27,1.05,1
234.33,240.05,231.48,1.37,0.81,1.25,1
238.56,239.34,239.27,1.1,1.12,1.11,0
240.35,240.53,240.76,0.98,1.02,0.99,0
230.93,234.92,234.34,1.26,1.06,1.05,1
235.79,235.39,235.59,1.0,1.02,1.04,0
241.19,241.75,241.07,1.17,1.16,1.18,0
244.75,243.41,234.32,1.42,1.02,1.26,1
230.25,243.37,241.66,1.24,1.41,0.89,1
234.33,234.83,231.75,1.41,1.4,1.48,1
239.7,235.65,230.73,1.24,1.19,1.12,1
233.72,244.79,239.4,0.82,1.02,1.5,1
233.81,239.66,241.88,1.43,1.47,1.34,1
235.44,234.81,235.36,1.11,1.11,1.13,0
244.32,230.67,241.32,0.92,1.28,0.96,1
237.05,230.85,242.91,0.87,1.18,0.83,1
232.05,231.41,231.74,1.01,1.01,1.03,0
232.7,232.5,232.67,1.04,1.04,1.02,0
232.84,232.24,232.56,1.15,1.14,1.16,0
243.41,240.1,237.23,1.18,0.97,1.34,1
244.27,244.67,230.69,1.34,0.91,1.03,1
244.43,238.99,236.56,1.29,1.43,0.92,1
244.98,238.71,240.75,1.28,1.05,0.81,1
241.71,242.47,239.13,1.44,0.91,1.01,1
244.03,234.44,238.96,1.45,1.47,0.98,1
234.62,235.45,239.1,1.22,1.25,1.29,1
243.75,240.75,243.33,1.17,0.89,1.33,1
238.96,233.85,233.43,0.93,1.2,1.29,1
234.31,233.88,233.87,1.12,1.12,1.13,0
230.68,240.78,233.54,0.87,1.07,1.28,1
234.67,231.81,244.43,0.84,1.47,1.2,1
240.14,239.32,239.44,1.17,1.18,1.17,0
230.8,242.61,239.1,0.81,0.81,1.1,1
238.67,239.2,239.11,1.03,1.01,1.02,0
242.36,232.92,239.43,1.45,1.19,0.81,1
235.66,235.8,235.71,1.19,1.2,1.17,0
244.17,242.81,239.84,1.29,1.31,1.05,1
231.82,231.49,241.8,0.97,0.84,0.82,1
236.83,240.41,240.15,0.87,1.3,0.96,1
234.09,235.46,231.52,1.3,1.11,0.83,1
243.97,230.14,238.96,1.31,1.2,1.35,1
234.82,234.96,231.17,1.39,0.85,1.36,1
236.73,236.03,236.81,1.03,1.0,1.01,0
238.91,238.82,238.65,1.13,1.14,1.13,0
236.42,231.89,234.91,1.24,0.89,1.47,1
232.8,235.46,241.83,1.27,1.46,1.06,1
238.75,239.19,238.92,1.08,1.09,1.08,0
233.26,232.76,232.47,1.07,1.08,1.08,0
240.32,239.81,239.85,1.19,1.19,1.18,0
240.07,239.95,240.06,1.12,1.13,1.1,0
238.48,241.5,240.41,1.01,0.81,1.16,1
237.27,237.0,233.04,1.41,1.2,1.13,1
244.89,244.57,245.03,1.03,1.02,0.99,1
235.56,232.46,233.06,1.35,0.82,1.09,1
234.17,230.91,238.01,1.12,0.95,1.14,1
240.21,235.97,239.35,1.02,1.12,1.3,1
230.13,235.21,231.37,1.45,1.47,0.84,1
239.8,230.97,239.08,1.18,1.04,0.81,1
236.74,239.91,242.8,0.98,1.26,0.81,1
241.36,241.56,232.76,1.5,0.84,1.34,1
241.69,241.21,241.42,1.12,1.13,1.11,0
231.29,244.96,243.95,1.45,1.41,1.1,1
232.63,232.42,232.18,1.02,1.02,1.02,0
235.92,233.81,242.27,0.91,1.15,0.9,1
242.1,241.72,242.33,1.15,1.17,1.15,0
243.43,230.93,233.33,1.41,0.82,1.0,1
244.36,241.02,241.14,1.47,0.96,1.02,1
242.43,234.25,232.77,1.47,0.8,1.16,1
234.78,242.02,234.86,1.42,1.16,1.19,1
242.1,236.34,233.55,1.41,1.21,1.23,1
239.04,239.54,239.09,1.08,1.06,1.08,0
239.59,239.26,239.17,1.02,1.03,1.02,0
243.63,234.66,237.11,1.27,1.36,1.1,1
231.59,232.05,231.97,1.06,1.07,1.06,0
242.15,242.41,241.91,1.14,1.14,1.15,0
241.09,239.19,231.44,1.35,1.4,0.95,1
230.62,232.64,243.8,1.43,1.23,0.84,1
237.0,236.69,236.62,1.16,1.16,1.15,0
236.83,237.28,236.66,1.14,1.16,1.15,0
236.81,235.96,236.63,1.04,1.05,1.05,0
240.23,239.98,239.91,1.18,1.19,1.2,0
239.78,235.09,238.27,1.2,1.28,1.39,1
244.17,242.49,239.72,1.22,1.03,0.89,1
234.03,230.09,239.57,0.88,1.12,1.27,1
237.47,237.76,238.06,1.17,1.15,1.16,0
236.74,236.86,236.71,1.11,1.1,1.11,0
242.91,241.41,238.74,1.13,1.48,1.14,1
239.56,244.36,241.49,1.45,1.03,1.49,1
230.77,231.45,230.87,1.07,1.07,1.08,0
244.54,231.91,243.7,1.35,0.99,1.02,1
236.61,237.13,236.52,1.09,1.08,1.08,0
234.8,236.83,240.88,1.32,1.1,1.39,1
230.46,230.56,230.62,1.14,1.13,1.12,0
242.54,239.54,242.77,1.04,0.85,1.44,1
234.57,235.21,238.5,0.82,1.3,1.28,1
238.53,238.04,238.1,1.09,1.1,1.08,0
234.96,231.65,237.74,1.5,1.15,1.14,1
233.67,241.69,233.38,1.35,1.24,1.32,1
238.35,236.64,237.81,0.92,1.46,1.16,1
243.51,243.56,243.68,1.13,1.1,1.12,0
240.04,240.06,239.18,1.15,1.17,1.15,0
243.84,244.0,243.82,1.15,1.18,1.16,0
237.57,244.19,234.65,1.19,1.11,1.25,1
232.92,232.61,232.79,1.04,1.04,1.07,0
238.5,238.71,239.01,1.08,1.1,1.06,0
232.89,232.12,241.07,1.19,1.41,1.05,1
230.8,237.93,232.97,1.29,1.3,1.36,1
231.95,234.45,231.06,0.88,1.41,0.96,1
232.25,232.57,232.96,1.08,1.09,1.09,0
243.31,242.87,243.15,1.07,1.08,1.09,0
231.38,231.62,232.12,1.05,1.08,1.06,0
243.73,243.44,244.34,1.17,1.16,1.17,0
236.01,235.66,233.14,0.85,1.44,1.19,1
233.13,233.86,243.3,0.88,1.12,0.92,1
234.87,234.67,234.22,1.15,1.13,1.14,0
241.16,241.27,241.09,1.13,1.1,1.13,0
239.05,236.98,241.44,1.25,1.02,1.28,1
242.49,242.36,242.68,0.99,1.01,1.01,0
235.42,243.51,244.95,0.91,0.83,0.83,1
238.83,238.45,238.08,1.12,1.16,1.15,1
241.69,241.91,241.14,1.03,1.05,1.04,0
231.13,231.91,231.52,1.12,1.14,1.12,0
239.3,232.8,243.07,0.88,0.9,1.26,1
233.68,237.58,234.63,1.16,1.5,1.16,1
234.41,233.99,233.9,1.08,1.06,1.07,0
231.88,231.52,244.6,0.82,0.93,1.35,1
230.59,230.49,229.87,1.09,1.09,1.09,0
233.65,233.36,233.64,1.21,1.19,1.22,0
233.19,239.12,240.98,0.94,0.91,0.88,1
230.39,230.2,230.0,1.18,1.18,1.17,0
230.97,241.1,233.93,1.18,1.22,1.5,1
230.5,243.93,242.3,0.86,1.04,1.01,1
243.05,243.43,243.75,1.1,1.09,1.11,0
232.71,233.26,233.38,1.16,1.16,1.16,0
233.14,239.38,241.57,1.29,1.19,0.97,1
240.68,231.67,236.3,1.14,0.89,1.06,1
242.84,233.52,238.69,1.11,1.24,0.88,1
233.69,233.83,234.14,1.19,1.18,1.19,0
237.1,236.59,236.91,1.09,1.09,1.09,0
237.61,232.67,231.52,1.02,1.47,0.84,1
236.31,235.41,235.88,1.08,1.11,1.1,0
231.46,241.04,235.11,1.46,1.29,1.03,1
242.77,243.93,234.01,1.4,1.05,1.14,1
231.68,237.54,244.37,1.29,1.38,1.4,1
232.67,232.81,233.21,1.01,1.03,1.03,0
233.17,237.0,234.4,1.4,1.27,0.84,1
243.76,231.89,234.64,1.41,0.95,1.45,1
239.82,239.18,239.79,1.09,1.08,1.11,0
233.53,232.75,243.61,1.38,1.29,1.36,1
231.62,232.25,232.02,1.16,1.15,1.15,0
230.4,230.32,230.31,1.06,1.06,1.07,0
